store,title,validFrom,validUntil,image,price,oldPrice,loyaltyRequired,storeSize,description,discountInfo,productBrand,discountDescription
"Maxima","Kakaviniai sausainiai OREO su braškinio sūrio pyrago įdaru*, 154 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a4c2fb3.png","1.79","2.49","true","0","Iki 03.02","","",""
"Maxima","Sausainiai MARABOU*, 2 rūšių, 184 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a4922cf.png","2.59","3.39","true","2","Iki 03.02 , nuo","","",""
"Maxima","Pieninis šokoladas MILKA*, 3 rūšių, 90–95 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a42ca62.png","1.59","2.59","true","0","Iki 03.02","","",""
"Maxima","Pieninio; baltojo šokolado plytelė REESE’S*, 2 rūšių, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a47850e.png","2.49","3.49","true","3","Iki 03.02 , nuo","","",""
"Maxima","Pieninis šokoladas KINDER*, 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a58513d.png","1.89","2.49","true","0","Iki 03.02","","",""
"Maxima","Pyragaičiai KINDER DELICE*, 1 dėž. (4 vnt. × 39 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a4df85e.png","2.49","3.49","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šokoladiniai krepšeliai REESE’S MINIS*, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a5d1e4e.png","2.19","3.29","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šokoladiniai saldainiai HERSHEY’S KISSES*, 82 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a51f5ab.png","2.19","2.99","true","3","Iki 03.02 , nuo","","",""
"Maxima","Šokoladinis kiaušinis AHA ZOO*, 20 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a59e8ea.png","0.79","1.09","true","0","Iki 03.02","","",""
"Maxima","Šokoladinis batonėlis REESE’S*, 42 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a5b9567.png","1.39","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šokoladiniai batonėliai SNICKERS; TWIX*, 2 rūšių, 1 pak. (10 vnt. × 50 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a504c16.png","4.49","6.49","true","0","Iki 03.02","","",""
"Maxima","Šokoladinis batonėlis SNICKERS PEANUT BROWNIE*, 45 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a538dc4.png","0.79","1.49","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šokoladinis batonėlis NESTLÉ JUNGLY*, 102 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a550caf.png","1.99","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šokolado plytelėms ir batonėliams NESTLÉ KIT KAT*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a56c3e4.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Vaflinis batonėlis NESTLÉ NESQUIK*, 26 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a95d4bd.png","0.49","0.79","true","0","Iki 03.02","","",""
"Maxima","Vaflinis batonėlis PRINCE POLO MILKA*, 45 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a97ea25.png","0.59","0.79","true","0","Iki 03.02","","",""
"Maxima","Vaflinis batonėlis KINDER CRISPY*, 34 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a90728c.png","0.89","1.19","true","0","Iki 03.02","","",""
"Maxima","Vaflinis batonėlis KINDER BUENO DARK*, 43 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9aa205e9.png","0.89","1.29","true","0","Iki 03.02","","",""
"Maxima","Vafliniai batonėliai KINDER BUENO*, 2 rūšių, 117–129 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a93f62d.png","2.69","3.69","true","2","Iki 03.02 , nuo","","",""
"Maxima","Riešutų batonėlis PAUZE*, 3 rūšių, 30 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9aa02773.png","0.49","0.69","true","3","Iki 03.02 , nuo","","",""
"Maxima","Produkcijai RŪTA GREENZ*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a9d9ddd.png","","","false","2","Iki 03.02 , nuo","-30%","",""
"Maxima","Funkcinis batonėlis EP BAR su žemės riešutų kremu*, 52 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a99e1f5.png","1.69","2.49","true","3","Iki 03.02 , nuo","","",""
"Maxima","Baltyminis batonėlis MAXI NUTRITION su pistacijų įdaru*, 45 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a9bbb25.png","1.79","2.69","true","2","Iki 03.02 , nuo","","",""
"Maxima","Baltyminis batonėlis ME2U MULTILAYER*, 3 rūšių, 50 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a922f92.png","1.69","2.69","true","2","Iki 03.02 , nuo","","",""
"Maxima","Baltyminiai rutuliukai GAM’S*, 3 rūšių, 70 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a618178.png","1.99","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Liofilizuotos uogos su pien. kakavos; šokolado glaistu PERGALĖ PICKS*, 3 rūšių, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a5f150a.png","2.19","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Želiniai saldainiai AMOS MYSTERY CUBE PEELERZ*, 55 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a634e2c.png","1.49","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Guminukai GUPPERZ*, 3 rūšių, 72 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a68687d.png","1.99","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Guminukai SKITTLES SQUISHY CLOUDZ FRUITS*, 94 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a66a93e.png","1.69","2.59","true","0","Iki 03.02","","",""
"Maxima","Guminukai HARIBO GOLDBEARS*, 250 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99bd96cc.png","2.99","3.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Guminukai SOUR PATCH GLOWUPS*, 87 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c327ba.png","1.49","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Guminukai CANDY POP GUMMY FUSION MIX su įdaru*, 150 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99b89e7b.png","2.19","2.99","true","0","Iki 03.02","","",""
"Maxima","Kramtomieji saldainiai MINECRAFT*, 1 dėž. (6 pak. × 15 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c0b809.png","1.49","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Kramtomieji saldainiai MENTOS*, 2 rūšių, 140–160 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99bae816.png","1.69","2.49","true","2","Iki 03.02 , nuo","","",""
"Maxima","Kramtomieji saldainiai MENTOS FANTA ROLLS*, 38 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99bc4bd9.png","0.69","0.99","true","0","Iki 03.02","","",""
"Maxima","Kramtomieji saldainiai SKITTLES*, 2 rūšių, 136 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c209a6.png","1.49","1.99","true","0","Iki 03.02","","",""
"Maxima","Kramtomieji saldainiai SKITTLES*, 2 rūšių, 38 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c5c6c7.png","0.59","0.99","true","0","Iki 03.02","","",""
"Maxima","Rūgštūs guminukai SPONGEBOB SOUR BITES*, 75 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99beb925.png","0.99","1.39","true","0","Iki 03.02","","",""
"Maxima","Saldumynams CHUPA CHUPS*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c47b46.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Cukraus vata THE SMURFS*, 50 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d4de3a.png","1.59","2.29","true","3","Iki 03.02 , nuo","","",""
"Maxima","Lazdelės su braškių; žaliosios arbat.; sausainių skonio glaistu POCKY*, 3 rūšių, 33–45 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99db9aaf.png","1.29","2.59","false","3","1 kg ≥ 28,67 €","-50%","",""
"Maxima","Lazdynų riešutai su pieniniu kakavos glaistu PERGALĖ PICKS*, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99da3b11.png","1.39","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Pastilės TIC TAC TWO*, 2 rūšių, 38,5 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c89970.png","1.49","1.99","true","0","Iki 03.02","","",""
"Maxima","Saldumynams GEISHA*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f99bed96.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Produkcijai BIONATURALIS*","","2026-02-22","https://offers.maxima.lt/media/MarketingOffer/698f32071ca67.png","","","false","0","Iki 02.22","-40%","",""
"Maxima","Perkant 2 ar daugiau prieskonių, taikoma 50 % nuolaida*","","2026-02-22","https://offers.maxima.lt/media/MarketingOffer/698f31e9359e8.png","","","false","0","Iki 02.22","-50%","",""
"Maxima","Greitai paruošiamiems makaronams SUN YAN*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ec1db6e.png","","","false","0","Iki 02.23","-50%","",""
"Maxima","Kukurūzų traškučiai DORITOS*, 2 rūšių, 100 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ec44b96.png","1.49","1.99","true","0","Iki 02.23","","",""
"Maxima","Kiaušininiai makaronai SANTA MARIA*, 250 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ec3186d.png","1.49","1.99","true","0","Iki 02.23","","",""
"Maxima","Greitai paruošiami makaronai MAGGI*, 3 rūšių, 75 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ebd3070.png","1.19","2.19","true","2","Iki 02.23 , nuo","","",""
"Maxima","Greitai paruošiami makaronai GLADS WOK*, 3 rūšių, 95 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eb8f18a.png","1.49","2.39","false","2","1 kg – 15,68 €","-37%","",""
"Maxima","Greitai paruošiami ramenai NISSIN DAMAE*, 3 rūšių, 100 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ec8cc17.png","0.89","1.49","false","0","1 kg – 8,90 €","-40%","",""
"Maxima","TOM KHA; TOM YUM; kario pasta KANOKWAN*, 3 rūšių, 30–50 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ec62867.png","1.25","1.59","true","0","Iki 02.23","","",""
"Maxima","Jūrų dumblių užkandis WELL DONE*, 3 rūšių, 1 pak. (3 vnt. × 4 g)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ecd1c47.png","1.29","1.69","true","2","Iki 02.23 , nuo","","",""
"Maxima","Tortilijos DIJO*, 2 rūšių, 250–313 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed1b7e4.png","1.59","1.99","true","0","Iki 02.23","","",""
"Maxima","RAUSVASIS; BALTASIS majonezinis DAUMANTŲ padažas*, 2 rūšių, 25 % rieb., 450 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320824328.png","1.49","1.89","true","0","Iki 02.23","","",""
"Maxima","SUSLAVIČIAUS pomidorų kečupas*, 3 rūšių, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3207ed840.png","1.99","2.59","true","0","Iki 02.23","","",""
"Maxima","Tepamasis kremas su lazdynų riešutais ir kakava NUTELLA*, 350 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3207c6d5f.png","4.29","5.09","true","0","Iki 02.23","","",""
"Maxima","Produkcijai ME2U*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3208a6cb3.png","","","false","2","Iki 02.23 , nuo","-30%","",""
"Maxima","Granola PAULUNS*, 3 rūšių, 450 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fab54ce.png","4.95","6.19","true","0","Iki 02.23","","",""
"Maxima","Dribsniai NESTLÉ*, 3 rūšių, 375–400 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fbc31d9.png","2.99","3.99","true","0","Iki 02.23","","",""
"Maxima","Avižiniai dribsniai ELOVENA*, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fb5e80b.png","1.79","2.59","true","2","Iki 02.23 , nuo","","",""
"Maxima","Avižinių dribsnių košė AXA*, 8 rūšių, 4 pak. × 40 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fb827f2.png","1.49","","false","0","1 kg – 9,31 €","","",""
"Maxima","Ilgagrūdžiai; plikyti ryžiai SKANĖJA*, 3 rūšių, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fbe3704.png","0.99","1.49","true","0","Iki 02.23","","",""
"Maxima","Grikių kruopos GALINTA*, 2 rūšių, 800 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31faf216c.png","1.79","2.79","true","0","Iki 02.23","","",""
"Maxima","Kvietiniai miltai MALSENA*, a. r., 550 D, 2 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fb3e6e7.png","1.49","2.19","true","0","Iki 02.23","","",""
"Maxima","Makaronai BARILLA*, 3 rūšių, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3203872aa.png","1.39","1.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Nerafinuotas cukranendrių cukrus DELIKA*, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3203d8a35.png","1.99","3.39","true","0","Iki 02.23","","",""
"Maxima","Prieskonių mišinys VEGETA*, 250 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32045c58c.png","1.79","2.49","true","0","Iki 02.23","","",""
"Maxima","Greitai paruošiama sriuba MAGGI 5 MINUTES*, 8 rūšių, 3 pak. × 12–16 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3203ae56c.png","0.99","","false","0","1 kg ≥ 20,63 €","","",""
"Maxima","Saulėgrąžų aliejus VILNIUS*, 2 but. × 1 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3204340eb.png","3.89","","false","0","1 l – 1,95 €","","",""
"Maxima","Aliejui MONINI*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320485022.png","","","false","2","Iki 02.23 , nuo","-40%","",""
"Maxima","Balzaminis Modenos actas ANTICHI COLLI*, 2 rūšių, 250 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32050da9b.png","2.99","4.19","false","2","1 l – 11,96 €","-28%","",""
"Maxima","Traškus užkandis PRINGLES*, 3 rūšių, 165 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f45281d.png","1.79","2.99","false","0","1 kg – 10,85 €","-40%","",""
"Maxima","Bulvių traškučiai LAY’S*, 3 rūšių, 250 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f386d10.png","2.99","3.99","true","0","Iki 02.23","","",""
"Maxima","Traškučiai OHO!*, 3 rūšių, 60 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f36a713.png","0.49","0.65","true","0","Iki 02.23","","",""
"Maxima","Kepintos ir sūdytos pistacijos ARIMEX*, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f4033ce.png","10.39","13.85","true","2","Iki 02.23 , nuo","","",""
"Maxima","Aguonos ALVO*, 150 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fede01c.png","1.29","1.69","true","0","Iki 02.23","","",""
"Maxima","Džiovintos slyvos WELL DONE*, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32003e1c7.png","4.49","5.99","true","0","Iki 02.23","","",""
"Maxima","Juodos kepintos saulėgrąžų sėklos BAZARO*, 2 rūšių, 300 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ff7b9cb.png","2.59","3.39","true","0","Iki 02.23","","",""
"Maxima","Produkcijai CROCO*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ffe664d.png","","","false","2","Iki 02.23 , nuo","-25%","",""
"Maxima","GRISSINI lazdelės WELL DONE*, 3 rūšių, 125 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320018e51.png","0.89","1.15","true","2","Iki 02.23 , nuo","","",""
"Maxima","Spraginti kukurūzai MR. CHECK*, 2 rūšių, 150–200 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ff9e382.png","1.29","1.79","true","0","Iki 02.23","","",""
"Maxima","Duonos traškučiai BON CHANCE*, 3 rūšių, 240 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ffc2002.png","2.19","2.99","false","0","1 kg – 9,13 €","-26%","",""
"Maxima","Šaltyje džiovintos braškės SUPER GARDEN*, 19 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e94aff7.png","2.69","3.89","true","0","Iki 02.23","","",""
"Maxima","Traškučiai PRINGLES*, 3 rūšių, 165 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a78bbd4.png","1.99","2.99","true","0","Iki 03.02","","",""
"Maxima","Šaltyje džiovinti vaisiai; uogos GARDEN TREE CHRUNCHITOS*, 3 rūšių, 25–45 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a71bdd1.png","2.39","3.29","true","2","Iki 03.02 , nuo","","",""
"Maxima","Bulvių traškučiai LAY’S, bananų skonio*, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a2f36da.png","1.49","1.99","true","3","Iki 03.02 , nuo","","",""
"Maxima","Ryžių užkandis TASTEES be glitimo*, 3 rūšių, 65 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a6504a9.png","1.25","1.75","true","2","Iki 03.02 , nuo","","",""
"Maxima","Spraginti kukurūzai SOVORA*, 3 rūšių, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d77fd7.png","1.29","1.79","true","2","Iki 03.02 , nuo","","",""
"Maxima","Spraginamieji kukurūzai SOVORA*, 3 rūšių, 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e175f1.png","0.99","1.29","true","0","Iki 03.02","","",""
"Maxima","Kukurūzai AHA*, 3 rūšių, 110 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d8d932.png","0.99","1.29","false","0","1 kg – 9,00 €","-23%","",""
"Maxima","Glaistytos kukurūzų lazdelės AHA, vanilės skonio*, 250 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99dcdef0.png","2.99","3.99","true","0","Iki 03.02","","",""
"Maxima","Breceliai FLIPZ*, 3 rūšių, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d62a00.png","1.89","2.49","false","3","1 kg – 21,00 €","-24%","",""
"Maxima","Brecelių gabaliukai CRACKZEL*, 3 rūšių, 85 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99de1991.png","1.29","1.69","true","2","Iki 03.02 , nuo","","",""
"Maxima","Migdolai su prieskoniais BETTER WITH*, 3 rūšių, 140 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e029aa.png","2.99","3.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Kukurūzų traškučiai FONZIES, sūrio skonio*, 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d0b548.png","1.49","1.99","true","0","Iki 03.02","","",""
"Maxima","Kvietiniai traškučiai su rūkyta šonine PIRAAT*, 150 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99cb1d81.png","1.99","2.49","true","0","Iki 03.02","","",""
"Maxima","Bulvių traškučiai LAY’S, sūdyto kiaušinio trynio skonio*, 70 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d1f1ad.png","1.49","1.99","true","3","Iki 03.02 , nuo","","",""
"Maxima","Brusketos BON CHANCE*, 70 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c9ea42.png","0.79","0.99","true","0","Iki 03.02","","",""
"Maxima","Kepta duona BON CHANCE*, 2 rūšių, 150 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99cc7b03.png","1.19","1.59","true","2","Iki 03.02 , nuo","","",""
"Maxima","Traškus užkandis PRINGLES MINGLES*, 2 rūšių, 56 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99cdb51e.png","2.99","3.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Bulvių traškučiai LAY’S SAVEUR EMMENTAL*, 135 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99ced725.png","2.19","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Kukurūzų traškučiai TAKIS*, 2 rūšių, 90 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99d33f25.png","1.99","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Krekeriai TUC*, 3 rūšių, 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99c76cfd.png","0.85","1.69","true","0","Iki 03.02","","",""
"Maxima","Džiūvėsėliai FLINT*, 3 rūšių, 80–110 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99ebde1c.png","0.69","0.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Miltiniams mišiniams MALSENA*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9bd4a07.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Makaronams DIVELLA*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9c4f491.png","","","false","0","Iki 03.02","-50%","",""
"Maxima","Greitai paruošiamiems makaronams REEVA*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9c39130.png","","","false","0","Iki 03.02","-50%","",""
"Maxima","Alyvuogių aliejui SPARTA*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9bbd589.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Produkcijai SANTA MARIA TEX MEX*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9c0ee7b.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Kečupas HEINZ*, 1 kg","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9be9f17.png","2.69","4.69","true","0","Iki 03.02","","",""
"Maxima","Garstyčių; majonezinis padažas KĖDAINIŲ KONSERVAI*, 3 rūšių, 27–48 % rieb., 480–510 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9995690.png","1.89","2.75","false","0","1 kg ≥ 3,71 €","-31%","",""
"Maxima","KĖDAINIŲ KONSERVŲ ukrainietiški barščiai; burokėlių sriuba*, 2 rūšių, 480 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f99a86ba.png","1.45","2.45","true","0","Iki 03.02","","",""
"Maxima","Sausiems pusryčiams KELLOGG’S*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f996d084.png","","","false","0","Iki 03.02","-50%","",""
"Maxima","Javainių batonėlis CORNY BIG*, 3 rūšių, 40–50 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f992cab2.png","0.69","1.09","true","0","Iki 03.02","","",""
"Maxima","Baltyminiams batonėliams MAXSPORT*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f99d642e.png","","","false","2","Iki 03.02 , nuo","-40%","",""
"Maxima","Traškus užkandis PRINGLES*, 3 rūšių, 165 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a689d5.png","1.79","2.99","true","0","Iki 03.02","","",""
"Maxima","Bulvių traškučiai ESTRELLA KETTLE COOKED*, 2 rūšių, 2 pak. × 120 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a9619e.png","2.59","","false","2","1 kg – 21,58 €","","",""
"Maxima","Duonos traškučiai SELGA NATURE*, 3 rūšių, 200 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9ab05dc.png","1.69","2.89","true","0","Iki 03.02","","",""
"Maxima","Kepintos ir sūdytos pistacijos ARIMEX*, 250 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a8095c.png","4.19","6.98","true","0","Iki 03.02","","",""
"Maxima","BIRŽŲ DUONOS lazdelės GRISSINI*, 3 rūšių, 125 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a24515.png","0.69","1.29","true","0","Iki 03.02","","",""
"Maxima","KĖDAINIŲ KONSERVŲ kons. daržovėms, padažams, majonezams ir uogienėms*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3207473df.png","","","false","0","Iki 02.23","-40%","",""
"Maxima","Konservuoti smulkinti; lupti pomidorai WELL DONE*, 3 rūšių, 400 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32084b480.png","1.19","1.49","true","0","Iki 02.23","","",""
"Maxima","Konservuoti kukurūzai WELL DONE*, 340 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320875b3a.png","0.99","1.39","true","0","Iki 02.23","","",""
"Maxima","Žaliosios alyvuogės ITLV*, 3 rūšių, 300 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320773e87.png","1.99","2.49","true","0","Iki 02.23","","",""
"Maxima","Saulėje džiovinti pomidorai su kaparėliais WELL DONE PREMIUM*, 530 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32079d309.png","3.49","5.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Produkcijai SKANOVĖ*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3208d1b95.png","","","false","0","Iki 02.23","-25%","",""
"Maxima","Arbata LOYD*, 2 rūšių, 1 dėž. (20 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ecba8b8.png","1.79","2.99","false","2","1 vnt. – 0,09 €","-40%","",""
"Maxima","Arbatai MASHIE*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320b0f42b.png","","","false","2","Iki 02.23 , nuo","-30%","",""
"Maxima","Arbatai WELL DONE*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320c5f9fe.png","","","false","0","Iki 02.23","-30%","",""
"Maxima","Arbatai TWININGS*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320b656d5.png","","","false","0","Iki 02.23","-30%","",""
"Maxima","Arbatai LOYD*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f995841f.png","","","false","0","Iki 03.02","-40%","",""
