store,title,validUntil,image,price,oldPrice,loyaltyRequired,storeSize,description,discountInfo,productBrand,discountDescription
"IKI","Ledai ant pagaliuko POLS","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-116.jpg","1.49","","false","0","120 ml, 7 rūšių, 1,49 Eur/vnt. Ir IKI EXPRESS","1+1","",""
"IKI","Ledai OREO arba MILKA","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-117.jpg","","","false","3","90 ml, 110 ml, 480 ml, 4 rūšių, (pasiūlymas galioja tik to paties kainų lygio prekėms)","","",""
"IKI","Šaldyta tešla MANTINGA","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-118.jpg","2.29","","false","0","500 g, 3 rūšių, 2,29 Eur/vnt. Ir IKI EXPRESS","1+1","",""
"IKI","BILLA mini pica MARGHERITA arba SALAMI","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-119.jpg","2.79","3.99","true","3","360 g, 2 rūšių, 7,75 Eur/kg","-30%","",""
"IKI","BILLA šaldyti sūrio užkandžiai","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-120.jpg","7.98","3.99","false","0","250 g, 3 rūšių, 3,99 Eur/vnt. Ir IKI EXPRESS","2+1","",""
"IKI","Šaldytoms daržovėms GERO APETITO","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-121.jpg","","","true","0","400 g, 6 rūšių. Ir IKI EXPRESS","","",""
"IKI","Šaldyti produktai džiūvėsėliuose VIČI","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-122.jpg","","","false","0","250 g, 300 g, 450 g, 5 rūšių (pasiūlymas galioja tik to paties kainų lygio prekėms)","","",""
"IKI","Šaldytoms baltakojėms blyškiosioms krevetėms ir dumblių salotoms FJORD’S","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-123.jpg","","","true","3","300 g, 400 g, 2 rūšių","","",""
"IKI","BILLA šaldyta aliaskinių menkių filė","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-124.jpg","3.99","5.49","true","0","475 g, 8,40 Eur/kg","TIK","",""
"IKI","Šaldyti koldūnai TORTELLINI","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-125.jpg","","","false","0","400 g, 800 g, (pasiūlymas galioja tik to paties kainų lygio prekėms). Ir IKI EXPRESS","","",""
"IKI","Atvėsinti skrosti vaivorykštiniai upėtakiai","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-126.jpg","5.99","8.99","true","3","1 kg","-33%","",""
"IKI","Atitirpinta nilinių tilapijų filė be odos","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-127.jpg","8.99","14.49","true","3","1 kg","-37%","",""
"IKI","Silkių filė be aliejaus ar silkių filė gabaliukai VIČI","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-128.jpg","2.59","3.59","true","3","200 g, 210 g, 2 rūšių","-27%","",""
"IKI","Silkių filė ZIGMAS be aliejaus","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-129.jpg","","","true","0","190 g, 500 g, 3 rūšių","","",""
"IKI","BOCMANO silkių filė ZIGMAS","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-130.jpg","2.29","","true","3","300 g, 2 rūšių, 7,63 Eur/kg","TIK","",""
"IKI","Silkių filė ORIGINALIOJI","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-131.jpg","3.29","5.19","true","3","500 g, 6,58 Eur/kg","-36%","",""
